,ticker,date,time,title
0,MSFT,May-15-23,08:10PM,Amazon Makes Major Change That Will Shake Up Shopping
1,MSFT,May-15-23,07:00PM,Amazon planning conversational AI chatbot for website search
2,MSFT,May-15-23,05:37PM,"Stocks moving in after-hours: Berkshire Hathaway, Capital One, Beam, Tesla"
3,MSFT,May-15-23,04:48PM,Amazon Wants to Train Its Customers to Do Something Different
4,MSFT,May-15-23,03:59PM,OpenAI CEO Sam Altman set to testify before Congress Tuesday
5,MSFT,May-15-23,01:18PM,Amazon Plans to Add ChatGPT-Style Search to Its Online Store
6,MSFT,May-15-23,12:35PM,5 Great College Graduation Gifts to Buy on Amazon
7,MSFT,May-15-23,12:23PM,Amazon Move Hints at a Major Delivery Change
8,MSFT,May-15-23,11:37AM,20 Most Successful Shark Tank Products Ever In 2023
9,MSFT,May-15-23,11:35AM,Amazon Games and Embracer Groups Middle-earth Enterprises Strike Deal for New The Lord of the Rings Game
10,MSFT,May-15-23,11:31AM,"Here's What Investors Need to Know About Inflation, and 2 Stocks to Buy Now"
11,MSFT,May-15-23,11:25AM,Amazon May Want to Change Delivery Expectations (You Won't Like It)
12,MSFT,May-15-23,10:00AM,2 Top Growth Stocks to Buy Before They Skyrocket
13,MSFT,May-15-23,09:56AM,"Stock markets, sectors open higher this morning"
14,MSFT,May-15-23,09:45AM,Is MercadoLibre Stock a Buy Now?
15,MSFT,May-15-23,09:05AM,Is DigitalOcean the Best Cloud Stock to Buy for 2023?
16,MSFT,May-15-23,08:30AM,What Happens When You Make Too Many Amazon Returns?
17,MSFT,May-15-23,08:20AM,"Walmart, Target and Amazon are part of Zacks Earnings Preview"
18,MSFT,May-15-23,06:30AM,AI Spending Will Cloud Chip Slowdown
19,MSFT,May-15-23,06:15AM,The Fed Expects a Recession. Should You Change Your Investing Strategy?
20,MSFT,May-15-23,05:30AM,Inside the Writers Strike: Negotiators Explain Where Talks Broke Down
21,MSFT,May-15-23,04:36AM,What Makes Amazon.com (AMZN) an Attractive Investment?
22,MSFT,May-14-23,11:11PM,20 Most Profitable Products to Sell Online in 2023
23,MSFT,May-14-23,07:30PM,"Seas Path to Profit Paved With Layoffs, Single-Ply Toilet Paper"
24,MSFT,May-14-23,07:15PM,Billionaire Ken Fishers Top 10 Stock Picks
25,MSFT,May-14-23,09:30AM,4 Surprising Things About Costco's Kirkland Products
26,MSFT,May-14-23,08:00AM,Whole Foods vs. Trader Joes  Which Store Is Better for Your Money?
27,MSFT,May-14-23,07:00AM,3 Mom Tricks I Use to Save Money While Raising Kids
28,MSFT,May-14-23,06:45AM,2 E-Commerce Stocks You Can Buy and Hold for the Next Decade
29,MSFT,May-14-23,02:18AM,Amazon to increase delivery speed while cutting costs
30,MSFT,May-13-23,01:20PM,"Amazon optimizes delivery network for speedier delivery, lower costs"
31,MSFT,May-13-23,10:57AM,"Amazon optimizes delivery network for speedier delivery, lower costs"
32,MSFT,May-13-23,10:29AM,"Amazon overhauls delivery network, seeking faster delivery, profits -WSJ"
33,MSFT,May-13-23,09:30AM,"Got $1,000? Here Are 3 Remarkable Stocks to Buy."
34,MSFT,May-13-23,09:00AM,4 Reasons You Should Cancel Amazon Prime
35,MSFT,May-13-23,09:00AM,"Amazon Overhauls Delivery Network to Dispatch Packages Faster, More Cheaply"
36,MSFT,May-13-23,05:30AM,"Where to Invest $10,000 in a Bear Market"
37,MSFT,May-12-23,04:30PM,"Looking to Invest $1,000 This Month? 2 Growth Stocks to Buy on the Dip"
38,MSFT,May-12-23,04:18PM,"These Stocks Are Moving the Most Today: Tesla, First Solar, News Corp, Icahn Enterprises, Twilio, and More"
39,MSFT,May-12-23,04:08PM,AI Initiatives  And This Business  Have Google Stock On Cloud 9
40,MSFT,May-12-23,04:00PM,Shopify Just Illustrated a Powerful Lesson: Double Down on Your Best Investments
41,MSFT,May-12-23,03:53PM,"Stock Picks: Apple, Nvidia Reveal 7 Telltale Traits For How To Invest In Stocks"
42,MSFT,May-12-23,03:37PM,Retail Earnings Looming: What to Expect
43,MSFT,May-12-23,03:06PM,10 Biggest & Most Valuable Companies in the World
44,MSFT,May-12-23,01:09PM,"These Stocks Are Moving the Most Today: Tesla, First Solar, News Corp, Icahn Enterprises, Twilio, and More"
45,MSFT,May-12-23,10:32AM,Church of England fund manager urges Amazon to recognise unions
46,MSFT,May-12-23,09:45AM,Better Buy: Amazon vs. Apple
47,MSFT,May-12-23,09:00AM,5 Most Luxurious Grocery Stores in the US
48,MSFT,May-12-23,09:00AM,"Amazon.com, Inc. (AMZN) Is a Trending Stock: Facts to Know Before Betting on It"
49,MSFT,May-12-23,08:20AM,This Cloud Computing Stock Is Growing Faster Than AWS
50,MSFT,May-12-23,07:00AM,"Is It Too Late To Consider Buying Amazon.com, Inc. (NASDAQ:AMZN)?"
51,MSFT,May-12-23,07:00AM,Best Stock to Buy: Amazon vs. Etsy
52,MSFT,May-12-23,06:42AM,Q1 2023 Owlet Inc Earnings Call
53,MSFT,May-12-23,06:41AM,"The Zacks Analyst Blog Highlights Meta Platforms, NVIDIA, Amazon.com, Booking Holdings and Chipotle Mexican Grill"
54,MSFT,May-12-23,06:07AM,15 Most Watched TV Shows Of 2023
55,MSFT,May-12-23,06:01AM,Why AWS Is So Important to Amazon's Business
56,MSFT,May-12-23,05:30AM,Why Amazon Isnt Checking Out of Groceries
57,MSFT,May-12-23,03:28AM,What Makes Amazon.com (AMZN) an Attractive Long-Term Bet?
58,MSFT,May-11-23,07:42PM,"Fees Thwart Switching Cloud Computing Providers, Critics Say"
59,MSFT,May-11-23,07:05PM,Market Rally Weak Outside Google; Tesla Pops On Elon Musk's Twitter News
60,MSFT,May-11-23,04:43PM,"Google, Amazon Lead Split Market; Tesla Pops On Elon Musk's Twitter News; Debt-Ceiling Talks Delayed"
61,MSFT,May-11-23,04:35PM,AWS Announces Amazon Aurora I/O-Optimized
62,MSFT,May-11-23,02:06PM,Pinterest Aspires To Do Something No Social Media Platform Ever Has done
63,MSFT,May-11-23,01:36PM,Target Is Doing Something To Reach Customers in a New Way
64,MSFT,May-11-23,12:00PM,Amazon Will Pay You $10 To Pick Up Your Order in Store  Heres How To Get the Cash
65,MSFT,May-11-23,11:34AM,"Amazon Finds Its Pay Attractive, Leaving It Unfazed By Unionization Frenzy: Report"
66,MSFT,May-11-23,10:00AM,2 Reasons to Buy Amazon Stock That You Don't Already Know About
67,MSFT,May-11-23,08:58AM,Morgan Stanleys Top 5 Stock Picks For 2023
68,MSFT,May-11-23,08:30AM,3 Top E-Commerce Stocks to Buy in May
69,MSFT,May-11-23,08:12AM,Italy wrestles with antitrust loophole that could save Amazon a packet
70,MSFT,May-11-23,07:36AM,5 High-Flying Bigwigs to Buy for Long -Term Gains
71,MSFT,May-11-23,07:15AM,"Walmart, Amazon and Other Retailers Are Going Deeper Into Advertising"
72,MSFT,May-11-23,06:22AM,Amazon Is About to Do Something It Hasn't Since 2015. Here's What It Means for Investors.
73,MSFT,May-11-23,05:59AM,AI Software Revenue Is Soaring Toward $14 Trillion: 2 Growth Stocks to Buy Now and Hold
74,MSFT,May-11-23,05:30AM,"Up 25%, Is Amazon Stock a Buy?"
75,MSFT,May-11-23,05:26AM,A Bull Market in Artificial Intelligence Is Coming: 2 AI Stocks to Buy Right Now
76,MSFT,May-11-23,05:15AM,Shopify Just Made a Brilliant Move. Time to Buy the Stock?
77,MSFT,May-10-23,10:12PM,Amazon to receive $1 billion in tax breaks in eastern Oregon for new data centers
78,MSFT,May-10-23,07:54PM,Amazon reportedly has more AI features in development for Astro robot
79,MSFT,May-10-23,07:00PM,Which Amazon Services Are Worth the Money?
80,MSFT,May-10-23,06:00PM,Making Returns on Amazon? Here's Why You Need to Be Careful
81,MSFT,May-10-23,05:15PM,15 of Your Favorite Companies That Have Gone Out of Business
82,MSFT,May-10-23,03:39PM,"Why indie pharmacies, with the help of the likes of Mark Cuban, may be on the rise"
83,MSFT,May-10-23,03:39PM,"Why indie pharmacies, with the help of the likes of Mark Cuban, are on the rise"
84,MSFT,May-10-23,02:56PM,Microsoft-Activision Deal Blocked in the U.K. Now What?
85,MSFT,May-10-23,02:47PM,Jeff Bezos Wanted Amazon To Be Named Cadabra  Little-Known Facts About Amazon's Early Days
86,MSFT,May-10-23,12:20PM,Earnings Estimates Moving Higher for Amazon (AMZN): Time to Buy?
87,MSFT,May-10-23,12:06PM,Is This the Turning Point for Rivian Stock?
88,MSFT,May-10-23,12:05PM,Wealthy Americans are getting hit hardest by the economy slowing down
89,MSFT,May-10-23,11:50AM,Rivian And Worksport Continue Pursuing Their Ambitious Goals While Nikola Retracts
90,MSFT,May-10-23,11:37AM,Top 15 Wholesale Suppliers for Resellers in the US
91,MSFT,May-10-23,10:45AM,"As Shopify Drops Its Logistics Business, Amazon Could Be Poised to Strike"
92,MSFT,May-10-23,10:00AM,Rivian Earnings: 8 Key Metrics Investors Should See
93,MSFT,May-10-23,09:43AM,Stocks trade higher at the open as investors digest April CPI data
94,MSFT,May-10-23,09:00AM,Paramount didn't follow Warren Buffett's advice: Morning Brief
95,MSFT,May-10-23,07:42AM,"Zacks Investment Ideas feature highlights: Apple, Amazon, Nvidia, Elf Beauty and Salesforce"
96,MSFT,May-10-23,07:29AM,Q1 2023 Clean Energy Fuels Corp Earnings Call
97,MSFT,May-10-23,06:58AM,Is Amazon's AI-Powered Supply Chain the Secret to Its Dominance?
98,MSFT,May-10-23,05:53AM,Heres Why Amazon.com (AMZN) Rose in Q1
99,MSFT,May-10-23,05:05AM,"Why AI Is the Next Big Thing in Investing, and How to Get in Early With These Stocks"
100,GOOGL,May-15-23,08:10PM,Amazon Makes Major Change That Will Shake Up Shopping
101,GOOGL,May-15-23,07:00PM,Amazon planning conversational AI chatbot for website search
102,GOOGL,May-15-23,05:37PM,"Stocks moving in after-hours: Berkshire Hathaway, Capital One, Beam, Tesla"
103,GOOGL,May-15-23,04:48PM,Amazon Wants to Train Its Customers to Do Something Different
104,GOOGL,May-15-23,03:59PM,OpenAI CEO Sam Altman set to testify before Congress Tuesday
105,GOOGL,May-15-23,01:18PM,Amazon Plans to Add ChatGPT-Style Search to Its Online Store
106,GOOGL,May-15-23,12:35PM,5 Great College Graduation Gifts to Buy on Amazon
107,GOOGL,May-15-23,12:23PM,Amazon Move Hints at a Major Delivery Change
108,GOOGL,May-15-23,11:37AM,20 Most Successful Shark Tank Products Ever In 2023
109,GOOGL,May-15-23,11:35AM,Amazon Games and Embracer Groups Middle-earth Enterprises Strike Deal for New The Lord of the Rings Game
110,GOOGL,May-15-23,11:31AM,"Here's What Investors Need to Know About Inflation, and 2 Stocks to Buy Now"
111,GOOGL,May-15-23,11:25AM,Amazon May Want to Change Delivery Expectations (You Won't Like It)
112,GOOGL,May-15-23,10:00AM,2 Top Growth Stocks to Buy Before They Skyrocket
113,GOOGL,May-15-23,09:56AM,"Stock markets, sectors open higher this morning"
114,GOOGL,May-15-23,09:45AM,Is MercadoLibre Stock a Buy Now?
115,GOOGL,May-15-23,09:05AM,Is DigitalOcean the Best Cloud Stock to Buy for 2023?
116,GOOGL,May-15-23,08:30AM,What Happens When You Make Too Many Amazon Returns?
117,GOOGL,May-15-23,08:20AM,"Walmart, Target and Amazon are part of Zacks Earnings Preview"
118,GOOGL,May-15-23,06:30AM,AI Spending Will Cloud Chip Slowdown
119,GOOGL,May-15-23,06:15AM,The Fed Expects a Recession. Should You Change Your Investing Strategy?
120,GOOGL,May-15-23,05:30AM,Inside the Writers Strike: Negotiators Explain Where Talks Broke Down
121,GOOGL,May-15-23,04:36AM,What Makes Amazon.com (AMZN) an Attractive Investment?
122,GOOGL,May-14-23,11:11PM,20 Most Profitable Products to Sell Online in 2023
123,GOOGL,May-14-23,07:30PM,"Seas Path to Profit Paved With Layoffs, Single-Ply Toilet Paper"
124,GOOGL,May-14-23,07:15PM,Billionaire Ken Fishers Top 10 Stock Picks
125,GOOGL,May-14-23,09:30AM,4 Surprising Things About Costco's Kirkland Products
126,GOOGL,May-14-23,08:00AM,Whole Foods vs. Trader Joes  Which Store Is Better for Your Money?
127,GOOGL,May-14-23,07:00AM,3 Mom Tricks I Use to Save Money While Raising Kids
128,GOOGL,May-14-23,06:45AM,2 E-Commerce Stocks You Can Buy and Hold for the Next Decade
129,GOOGL,May-14-23,02:18AM,Amazon to increase delivery speed while cutting costs
130,GOOGL,May-13-23,01:20PM,"Amazon optimizes delivery network for speedier delivery, lower costs"
131,GOOGL,May-13-23,10:57AM,"Amazon optimizes delivery network for speedier delivery, lower costs"
132,GOOGL,May-13-23,10:29AM,"Amazon overhauls delivery network, seeking faster delivery, profits -WSJ"
133,GOOGL,May-13-23,09:30AM,"Got $1,000? Here Are 3 Remarkable Stocks to Buy."
134,GOOGL,May-13-23,09:00AM,4 Reasons You Should Cancel Amazon Prime
135,GOOGL,May-13-23,09:00AM,"Amazon Overhauls Delivery Network to Dispatch Packages Faster, More Cheaply"
136,GOOGL,May-13-23,05:30AM,"Where to Invest $10,000 in a Bear Market"
137,GOOGL,May-12-23,04:30PM,"Looking to Invest $1,000 This Month? 2 Growth Stocks to Buy on the Dip"
138,GOOGL,May-12-23,04:18PM,"These Stocks Are Moving the Most Today: Tesla, First Solar, News Corp, Icahn Enterprises, Twilio, and More"
139,GOOGL,May-12-23,04:08PM,AI Initiatives  And This Business  Have Google Stock On Cloud 9
140,GOOGL,May-12-23,04:00PM,Shopify Just Illustrated a Powerful Lesson: Double Down on Your Best Investments
141,GOOGL,May-12-23,03:53PM,"Stock Picks: Apple, Nvidia Reveal 7 Telltale Traits For How To Invest In Stocks"
142,GOOGL,May-12-23,03:37PM,Retail Earnings Looming: What to Expect
143,GOOGL,May-12-23,03:06PM,10 Biggest & Most Valuable Companies in the World
144,GOOGL,May-12-23,01:09PM,"These Stocks Are Moving the Most Today: Tesla, First Solar, News Corp, Icahn Enterprises, Twilio, and More"
145,GOOGL,May-12-23,10:32AM,Church of England fund manager urges Amazon to recognise unions
146,GOOGL,May-12-23,09:45AM,Better Buy: Amazon vs. Apple
147,GOOGL,May-12-23,09:00AM,5 Most Luxurious Grocery Stores in the US
148,GOOGL,May-12-23,09:00AM,"Amazon.com, Inc. (AMZN) Is a Trending Stock: Facts to Know Before Betting on It"
149,GOOGL,May-12-23,08:20AM,This Cloud Computing Stock Is Growing Faster Than AWS
150,GOOGL,May-12-23,07:00AM,"Is It Too Late To Consider Buying Amazon.com, Inc. (NASDAQ:AMZN)?"
151,GOOGL,May-12-23,07:00AM,Best Stock to Buy: Amazon vs. Etsy
152,GOOGL,May-12-23,06:42AM,Q1 2023 Owlet Inc Earnings Call
153,GOOGL,May-12-23,06:41AM,"The Zacks Analyst Blog Highlights Meta Platforms, NVIDIA, Amazon.com, Booking Holdings and Chipotle Mexican Grill"
154,GOOGL,May-12-23,06:07AM,15 Most Watched TV Shows Of 2023
155,GOOGL,May-12-23,06:01AM,Why AWS Is So Important to Amazon's Business
156,GOOGL,May-12-23,05:30AM,Why Amazon Isnt Checking Out of Groceries
157,GOOGL,May-12-23,03:28AM,What Makes Amazon.com (AMZN) an Attractive Long-Term Bet?
158,GOOGL,May-11-23,07:42PM,"Fees Thwart Switching Cloud Computing Providers, Critics Say"
159,GOOGL,May-11-23,07:05PM,Market Rally Weak Outside Google; Tesla Pops On Elon Musk's Twitter News
160,GOOGL,May-11-23,04:43PM,"Google, Amazon Lead Split Market; Tesla Pops On Elon Musk's Twitter News; Debt-Ceiling Talks Delayed"
161,GOOGL,May-11-23,04:35PM,AWS Announces Amazon Aurora I/O-Optimized
162,GOOGL,May-11-23,02:06PM,Pinterest Aspires To Do Something No Social Media Platform Ever Has done
163,GOOGL,May-11-23,01:36PM,Target Is Doing Something To Reach Customers in a New Way
164,GOOGL,May-11-23,12:00PM,Amazon Will Pay You $10 To Pick Up Your Order in Store  Heres How To Get the Cash
165,GOOGL,May-11-23,11:34AM,"Amazon Finds Its Pay Attractive, Leaving It Unfazed By Unionization Frenzy: Report"
166,GOOGL,May-11-23,10:00AM,2 Reasons to Buy Amazon Stock That You Don't Already Know About
167,GOOGL,May-11-23,08:58AM,Morgan Stanleys Top 5 Stock Picks For 2023
168,GOOGL,May-11-23,08:30AM,3 Top E-Commerce Stocks to Buy in May
169,GOOGL,May-11-23,08:12AM,Italy wrestles with antitrust loophole that could save Amazon a packet
170,GOOGL,May-11-23,07:36AM,5 High-Flying Bigwigs to Buy for Long -Term Gains
171,GOOGL,May-11-23,07:15AM,"Walmart, Amazon and Other Retailers Are Going Deeper Into Advertising"
172,GOOGL,May-11-23,06:22AM,Amazon Is About to Do Something It Hasn't Since 2015. Here's What It Means for Investors.
173,GOOGL,May-11-23,05:59AM,AI Software Revenue Is Soaring Toward $14 Trillion: 2 Growth Stocks to Buy Now and Hold
174,GOOGL,May-11-23,05:30AM,"Up 25%, Is Amazon Stock a Buy?"
175,GOOGL,May-11-23,05:26AM,A Bull Market in Artificial Intelligence Is Coming: 2 AI Stocks to Buy Right Now
176,GOOGL,May-11-23,05:15AM,Shopify Just Made a Brilliant Move. Time to Buy the Stock?
177,GOOGL,May-10-23,10:12PM,Amazon to receive $1 billion in tax breaks in eastern Oregon for new data centers
178,GOOGL,May-10-23,07:54PM,Amazon reportedly has more AI features in development for Astro robot
179,GOOGL,May-10-23,07:00PM,Which Amazon Services Are Worth the Money?
180,GOOGL,May-10-23,06:00PM,Making Returns on Amazon? Here's Why You Need to Be Careful
181,GOOGL,May-10-23,05:15PM,15 of Your Favorite Companies That Have Gone Out of Business
182,GOOGL,May-10-23,03:39PM,"Why indie pharmacies, with the help of the likes of Mark Cuban, may be on the rise"
183,GOOGL,May-10-23,03:39PM,"Why indie pharmacies, with the help of the likes of Mark Cuban, are on the rise"
184,GOOGL,May-10-23,02:56PM,Microsoft-Activision Deal Blocked in the U.K. Now What?
185,GOOGL,May-10-23,02:47PM,Jeff Bezos Wanted Amazon To Be Named Cadabra  Little-Known Facts About Amazon's Early Days
186,GOOGL,May-10-23,12:20PM,Earnings Estimates Moving Higher for Amazon (AMZN): Time to Buy?
187,GOOGL,May-10-23,12:06PM,Is This the Turning Point for Rivian Stock?
188,GOOGL,May-10-23,12:05PM,Wealthy Americans are getting hit hardest by the economy slowing down
189,GOOGL,May-10-23,11:50AM,Rivian And Worksport Continue Pursuing Their Ambitious Goals While Nikola Retracts
190,GOOGL,May-10-23,11:37AM,Top 15 Wholesale Suppliers for Resellers in the US
191,GOOGL,May-10-23,10:45AM,"As Shopify Drops Its Logistics Business, Amazon Could Be Poised to Strike"
192,GOOGL,May-10-23,10:00AM,Rivian Earnings: 8 Key Metrics Investors Should See
193,GOOGL,May-10-23,09:43AM,Stocks trade higher at the open as investors digest April CPI data
194,GOOGL,May-10-23,09:00AM,Paramount didn't follow Warren Buffett's advice: Morning Brief
195,GOOGL,May-10-23,07:42AM,"Zacks Investment Ideas feature highlights: Apple, Amazon, Nvidia, Elf Beauty and Salesforce"
196,GOOGL,May-10-23,07:29AM,Q1 2023 Clean Energy Fuels Corp Earnings Call
197,GOOGL,May-10-23,06:58AM,Is Amazon's AI-Powered Supply Chain the Secret to Its Dominance?
198,GOOGL,May-10-23,05:53AM,Heres Why Amazon.com (AMZN) Rose in Q1
